mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_class_weight	param_max_depth	param_max_features	param_min_samples_leaf	param_min_samples_split	param_n_estimators	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0.13859615325927735	0.002783599244671622	0.004245328903198242	0.0013897929662397425			sqrt	4	2	50	{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}	0.5541223803518884	0.6010568666306372	0.5507246376811594	0.5551546078610048	0.5449373737373737	0.5611991732524126	0.02024556992954878	776
0.28267459869384765	0.007784940472666092	0.006837177276611328	0.002453803239608031			sqrt	4	2	100	{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}	0.5717219376841179	0.5578067765567766	0.5642528049471155	0.5449373737373737	0.5534391534391534	0.5584316092729075	0.009142522323941473	892
0.4149322032928467	0.012687001259472513	0.008268594741821289	0.002099096741712753			sqrt	4	2	150	{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 150}	0.545299707743821	0.5565421245421245	0.546031746031746	0.5608294930875576	0.5279627096316563	0.547333156207381	0.011384190692497471	1443
0.5692164897918701	0.027307597471391915	0.010096168518066407	0.002438039398058288			sqrt	4	2	200	{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}	0.545299707743821	0.5325714285714286	0.6101718943824207	0.49574141414141415	0.5369121312666105	0.544139315221139	0.03712156526838167	1609
0.8385009288787841	0.030529027651223627	0.014732170104980468	0.003011757963097427			sqrt	4	2	300	{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 300}	0.5541223803518884	0.5805128205128205	0.5831896551724138	0.5038212815990594	0.5118803545783192	0.5467052984429003	0.03340923690943341	1474
1.125490093231201	0.042470610867188285	0.021877527236938477	0.004904569286169105			sqrt	4	2	400	{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 400}	0.5629274955442795	0.5737569517097076	0.5693121693121693	0.536431131592422	0.5286302175191064	0.5542115931355369	0.01820201630904118	1087
1.3901449680328368	0.03740600086249641	0.025839471817016603	0.0025413159105201425			sqrt	4	2	500	{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 500}	0.5629274955442795	0.5578067765567766	0.5785675232367414	0.5286302175191064	0.48444444444444446	0.5424752914602697	0.03321223136007379	1689
1.700118112564087	0.061356973082073385	0.03013749122619629	0.0035296021886205317			sqrt	4	2	600	{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 600}	0.539301954762889	0.5737569517097076	0.5496296296296296	0.5286302175191064	0.49193540011424414	0.5366508307471154	0.02689290562623059	1926
0.07238454818725586	0.007078581410744395	0.0029266357421875	0.0007311731704648479			sqrt	4	5	25	{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 25}	0.5594141095763419	0.5820082578031961	0.526060606060606	0.5583496540018279	0.5852278545826933	0.562212096404933	0.021219286398601933	715
0.140694522857666	0.005595608081310046	0.003357696533203125	0.0012265563719651988			sqrt	4	5	50	{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}	0.5541223803518884	0.6010568666306372	0.5507246376811594	0.5551546078610048	0.5449373737373737	0.5611991732524126	0.02024556992954878	776
0.2847886085510254	0.012101803162593553	0.006999540328979492	0.0023381335459793417			sqrt	4	5	100	{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}	0.5717219376841179	0.5578067765567766	0.5642528049471155	0.5449373737373737	0.5534391534391534	0.5584316092729075	0.009142522323941473	892
0.4188848972320557	0.008059916076267331	0.007994413375854492	0.0023127521614595835			sqrt	4	5	150	{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 150}	0.545299707743821	0.5565421245421245	0.546031746031746	0.5608294930875576	0.5279627096316563	0.547333156207381	0.011384190692497471	1443
0.5798259258270264	0.05729367463603117	0.013251161575317383	0.0018744956594622408			sqrt	4	5	200	{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}	0.545299707743821	0.5325714285714286	0.6101718943824207	0.49574141414141415	0.5369121312666105	0.544139315221139	0.03712156526838167	1609
0.8276073455810546	0.0680061527465394	0.015525436401367188	0.003017191745976065			sqrt	4	5	300	{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 300}	0.5541223803518884	0.5805128205128205	0.5831896551724138	0.5038212815990594	0.5118803545783192	0.5467052984429003	0.03340923690943341	1474
1.0945412635803222	0.033913771829905744	0.017797279357910156	0.0022008200008883953			sqrt	4	5	400	{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 400}	0.5629274955442795	0.5737569517097076	0.5693121693121693	0.536431131592422	0.5286302175191064	0.5542115931355369	0.01820201630904118	1087
1.4229481220245361	0.06935042471002052	0.023913812637329102	0.0032535596202162365			sqrt	4	5	500	{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 500}	0.5629274955442795	0.5578067765567766	0.5785675232367414	0.5286302175191064	0.48444444444444446	0.5424752914602697	0.03321223136007379	1689
1.722055721282959	0.05606675963368663	0.03054642677307129	0.005671810317637654			sqrt	4	5	600	{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 600}	0.539301954762889	0.5737569517097076	0.5496296296296296	0.5286302175191064	0.49193540011424414	0.5366508307471154	0.02689290562623059	1926
0.06917839050292969	0.007649493736412446	0.002663135528564453	0.000961560922605028			sqrt	4	10	25	{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 25}	0.5050068610440128	0.5233904027007475	0.4967353731916528	0.6113606098176976	0.6444444444444445	0.556187538239711	0.0601049466630721	983
0.1279062271118164	0.014103795816608556	0.0037642955780029298	0.0014938444766467377			sqrt	4	10	50	{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}	0.5325068094298864	0.5325714285714286	0.5184476342371079	0.5824033867177165	0.6187313131313131	0.5569321144174906	0.037786294943127345	946
